,appid,app_class
13070,4242,
13071,28668,
13072,17923,
13073,5943,
13074,18239,
13075,28527,
13076,28509,
13077,27447,
13078,7675,
13079,5240,
13080,17129,
13081,9674,
13082,26977,
13083,17809,
13084,29285,
13085,2943,
13086,12015,
13087,10257,
13088,8971,
13089,27609,
13090,27174,
13091,30611,
13092,24000,
13093,26005,
13094,27822,
13095,19767,
13096,30511,
13097,3577,s
13098,5261,
13099,26259,t
13100,1166,
13101,27085,
13102,2158,
13103,18189,
13104,28055,
13105,30185,
13106,30490,
13107,30276,
13108,30690,
13109,24058,
13110,29190,
13111,3019,
13112,20655,
13113,124,
13114,30149,
13115,28062,
13116,5866,
13117,2269,t
13118,23710,
13119,30158,
13120,30704,
13121,29421,
13122,26767,
13123,19473,
13124,23711,
13125,25652,
13126,16616,
13127,28732,
13128,27516,
13129,11217,
13130,23857,
13131,29305,
13132,26231,
13133,27003,
13134,25588,
13135,27141,
13136,29555,
13137,25357,
13138,24324,
13139,29684,
13140,26389,
13141,28757,
13142,30536,
13143,7543,t
13144,28981,
13145,17997,
13146,26367,
13147,7602,
13148,30709,j
13149,17784,
13150,13016,j
13151,27493,
13152,5743,
13153,24034,
13154,29685,
13155,24350,
13156,30042,
13157,17837,j
13158,29785,
13159,29676,
13160,12037,
13161,27625,
13162,706,
13163,23943,
13164,12773,
13165,27985,
13166,24990,
13167,16158,
13168,27948,
13169,30060,
13170,207,
13171,25267,
13172,29831,
13173,27973,
13174,7707,t
13175,19295,
13176,27851,
13177,24886,
13178,26010,
13179,28070,
13180,24839,
13181,19526,
13182,29314,
13183,25810,
13184,25912,
13185,18001,
13186,14701,i
13187,26186,
13188,2837,
13189,15329,
13190,17441,s
13191,6031,
13192,27283,
13193,14904,t
13194,23637,
13195,26561,
13196,26652,t
13197,14608,t
13198,3967,
13199,17717,
13200,26400,
13201,25539,
13202,23835,
13203,23893,
13204,29458,
13205,19274,
13206,19950,i
13207,27320,
13208,27808,
13209,8477,
13210,14454,
13211,10469,
13212,25762,
13213,24042,
13214,13124,
13215,10634,
13216,27108,
13217,24345,
13218,5061,o
13219,30055,
13220,16260,
13221,9945,
13222,19555,
13223,29001,
13224,15089,
13225,26765,
13226,9143,
13227,18065,
13228,28364,
13229,29447,
13230,29882,
13231,19129,
13232,3502,
13233,716,
13234,28052,
13235,13423,
13236,3775,
13237,28633,
13238,17370,
13239,26379,
13240,29768,
13241,27623,
13242,1811,
13243,30695,
13244,3331,
13245,24711,
13246,27086,
13247,26376,
13248,26876,
13249,5071,t
13250,29223,
13251,19625,
13252,25772,
13253,30082,
13254,15966,
13255,27946,
13256,23815,
13257,11405,
13258,27854,
13259,24041,
13260,25173,
13261,26061,
13262,26511,
13263,28146,
13264,9102,
13265,30468,
13266,25189,
13267,24582,
13268,971,
13269,25201,
13270,7517,t
13271,8303,
13272,16777,
13273,28043,
13274,26584,
13275,8340,
13276,24688,
13277,23500,
13278,4403,
13279,26970,
13280,27608,
13281,27830,
13282,26649,
13283,26939,
13284,26664,
13285,15101,
13286,6287,
13287,23660,
13288,25359,
13289,25594,
13290,27601,
13291,429,
13292,5385,t
13293,9181,o
13294,27161,
13295,24371,
13296,28746,
13297,18572,
13298,19975,
13299,25600,
13300,27331,
13301,30606,
13302,1401,
13303,21402,
13304,26698,
13305,30617,
13306,11127,
13307,26281,
13308,30515,
13309,27998,
13310,3811,t
13311,5930,
13312,27715,
13313,2426,
13314,24143,
13315,17024,
13316,6601,
13317,880,
13318,18183,
13319,28846,
13320,8957,t
13321,28560,
13322,10989,
13323,26957,
13324,26471,
13325,29106,t
13326,21822,
13327,29888,
13328,29346,
13329,27296,
13330,940,j
13331,11024,
13332,7124,
13333,10345,
13334,27628,
13335,24548,
13336,16411,
13337,23801,
13338,18704,h
13339,27394,g
13340,25377,
13341,24515,
13342,15380,
13343,25296,
13344,26688,
13345,25782,
13346,21210,
13347,28132,
13348,134,
13349,25316,
13350,27764,
13351,25183,
13352,26606,
13353,17862,
13354,24405,
13355,28436,
13356,28806,
13357,21548,
13358,28829,
13359,1338,
13360,28477,
13361,8216,t
13362,3607,
13363,837,
13364,22651,
13365,26036,
13366,13006,
13367,25046,
13368,23664,
13369,12543,
13370,11069,
13371,28935,
13372,24441,
13373,25023,
13374,26869,
13375,25329,
13376,28406,
13377,16710,
13378,25475,
13379,28715,t
13380,30006,
13381,27524,
13382,312,g
13383,23919,
13384,26784,
13385,14647,
13386,29334,
13387,9533,
13388,28207,
13389,28338,t
13390,29484,
13391,10549,
13392,24989,
13393,26226,
13394,29206,
13395,29783,
13396,15806,
13397,28188,
13398,28378,
13399,25890,
13400,29342,
13401,26423,
13402,15130,
13403,16043,
13404,24117,
13405,25584,
13406,29923,
13407,19146,c
13408,24571,
13409,30245,
13410,12265,
13411,30270,
13412,30735,
13413,25062,
13414,26487,
13415,29994,
13416,26751,
13417,1364,
13418,30401,
13419,24466,
13420,30583,
13421,28607,
13422,19596,
13423,28671,
13424,13073,
13425,11321,
13426,27149,
13427,27207,
13428,15503,
13429,25977,
13430,1671,
13431,4131,
13432,24291,
13433,12235,
13434,25931,
13435,29101,
13436,28526,
13437,24185,
13438,26662,
13439,4908,
13440,24706,
13441,24983,
13442,26405,
13443,13534,
13444,29057,
13445,29672,
13446,27838,
13447,26417,
13448,26307,
13449,27860,
13450,7244,
13451,25382,
13452,27525,
13453,3907,
13454,27634,
13455,19007,
13456,24969,
13457,23886,
13458,2982,i
13459,985,
13460,2902,n
13461,29466,
13462,26462,c
13463,29356,
13464,28077,
13465,18852,
13466,30651,
13467,26522,
13468,27596,
13469,27759,
13470,29477,
13471,30010,
13472,30832,
13473,27425,
13474,1788,
13475,903,
13476,23195,t
13477,3325,
13478,14044,t
13479,26595,
13480,20086,
13481,28147,
13482,2656,
13483,20556,
13484,30362,
13485,2400,
13486,14333,t
13487,1772,
13488,28110,
13489,25111,
13490,28701,
13491,19731,
13492,27776,
13493,12683,
13494,30542,
13495,17721,
13496,8082,
13497,22785,
13498,19516,
13499,28631,
13500,28606,
13501,15308,
13502,29874,
13503,25758,t
13504,29392,
13505,30804,
13506,30841,
13507,24679,
13508,28196,
13509,11171,
13510,29478,
13511,3279,
13512,5312,
13513,26151,
13514,23861,
13515,26254,
13516,27494,
13517,27922,
13518,26171,
13519,7758,
13520,9891,
13521,3165,
13522,29928,
13523,8331,n
13524,1139,
13525,17097,
13526,16619,
13527,25281,
13528,23901,
13529,1299,
13530,24375,
13531,13411,
13532,11849,
13533,27012,
13534,29912,
13535,24874,
13536,73,o
13537,24929,
13538,20984,
13539,420,
13540,30825,
13541,26725,
13542,24996,
13543,23137,
13544,7383,
13545,24024,
13546,28645,
13547,16347,
13548,22094,l
13549,30182,
13550,15749,
13551,22048,
13552,23776,
13553,29288,
13554,1896,
13555,22052,
13556,910,
13557,12958,
13558,24785,
13559,998,t
13560,19837,
13561,28674,
13562,26761,
13563,27488,
13564,21105,
13565,13462,
13566,8671,
13567,25875,
13568,24956,
13569,27214,
13570,26299,
13571,25162,
13572,97,t
13573,30435,
13574,24016,
13575,19152,
13576,30323,
13577,12369,
13578,2752,
13579,22707,
13580,12604,
13581,27502,
13582,17617,
13583,18951,
13584,6652,
13585,27896,
13586,23778,
13587,19667,
13588,23798,
13589,11944,
13590,19562,
13591,28076,
13592,30659,
13593,2722,e
13594,26814,
13595,15753,
13596,22259,
13597,27773,
13598,22598,
13599,16350,
13600,17504,
13601,22323,
13602,5830,
13603,26625,
13604,10901,
13605,19688,m
13606,29987,
13607,28095,
13608,29245,
13609,23745,
13610,26081,
13611,30085,
13612,28551,
13613,27301,
13614,30559,
13615,16577,
13616,27135,
13617,20752,
13618,20160,
13619,26693,
13620,27258,
13621,30688,
13622,16162,
13623,24572,
13624,23599,t
13625,29764,
13626,26787,
13627,24680,
13628,20579,
13629,27682,
13630,28053,
13631,4009,
13632,21259,
13633,2133,
13634,858,
13635,27500,
13636,5620,
13637,29319,
13638,1953,
13639,1678,
13640,27624,
13641,18475,
13642,17170,
13643,30604,
13644,25743,
13645,29338,
13646,29084,
13647,29678,
13648,25820,
13649,30540,
13650,26968,
13651,27168,
13652,28150,
13653,29250,
13654,27873,
13655,15364,s
13656,27477,
13657,28716,
13658,9771,l
13659,11003,l
13660,28216,
13661,24018,
13662,24012,
13663,26303,
13664,24295,
13665,23530,
13666,28135,
13667,24817,
13668,28087,
13669,26551,
13670,14593,
13671,28307,
13672,26260,
13673,23011,
13674,30189,
13675,14457,
13676,16091,
13677,8065,
13678,25785,
13679,29135,
13680,21144,m
13681,30730,
13682,21899,
13683,4255,
13684,11433,
13685,28893,
13686,28225,
13687,4313,g
13688,7431,i
13689,1567,
13690,6430,
13691,3861,
13692,25292,
13693,16191,
13694,28736,
13695,20414,
13696,24095,
13697,25331,
13698,29738,
13699,30345,
13700,25876,
13701,27939,
13702,26668,
13703,24651,
13704,29731,
13705,15250,q
13706,16774,
13707,30827,
13708,25709,
13709,26337,t
13710,29814,
13711,2620,
13712,26883,
13713,29586,
13714,26610,
13715,21506,
13716,27076,
13717,26916,
13718,24105,
13719,20633,
13720,23997,
13721,29425,
13722,10047,
13723,27779,
13724,19052,t
13725,12780,
13726,17962,
13727,26465,
13728,29872,
13729,16267,
13730,24061,
13731,27326,
13732,6469,
13733,2770,
13734,29098,
13735,27029,
13736,24821,
13737,29452,
13738,28747,
13739,27894,
13740,20263,
13741,28834,
13742,23837,t
13743,24692,
13744,23226,
13745,24167,
13746,13387,
13747,29058,
13748,18646,
13749,12749,
13750,27900,
13751,26344,
13752,26978,
13753,25084,
13754,30239,
13755,99,
13756,29160,
13757,28495,
13758,30597,
13759,23758,
13760,28163,
13761,25277,
13762,27224,
13763,8551,
13764,24123,
13765,14937,
13766,30609,
13767,7815,
13768,26242,
13769,21086,
13770,18895,
13771,26457,
13772,28900,
13773,12808,j
13774,22349,
13775,2054,e
13776,24975,
13777,27853,
13778,26492,
13779,25770,
13780,18936,
13781,27546,
13782,11532,
13783,29416,
13784,10758,
13785,27515,
13786,25863,
13787,7510,
13788,28541,
13789,25811,
13790,10625,
13791,28015,
13792,2416,
13793,28494,
13794,28951,
13795,30140,
13796,20936,
13797,29704,
13798,26722,t
13799,26343,
13800,3874,
13801,24952,
13802,28007,
13803,12977,
13804,28896,
13805,22499,
13806,30100,
13807,30238,
13808,4742,
13809,29418,
13810,27355,
13811,26523,
13812,25664,
13813,26098,
13814,29610,
13815,24822,
13816,26611,
13817,25147,
13818,9764,
13819,28215,
13820,24899,
13821,29552,
13822,14821,
13823,24569,
13824,25116,
13825,7606,
13826,29911,
13827,21912,j
13828,30440,
13829,27931,
13830,23876,
13831,24048,
13832,11495,
13833,22161,t
13834,17824,
13835,29092,
13836,26760,
13837,28603,
13838,25218,
13839,24200,
13840,28563,
13841,25341,
13842,27767,
13843,12117,
13844,7288,t
13845,30533,
13846,29216,
13847,25948,
13848,28395,
13849,24221,
13850,4053,
13851,27979,
13852,20831,
13853,6646,b
13854,28964,
13855,24346,
13856,29521,
13857,8429,
13858,13858,f
13859,11466,
13860,23988,
13861,28351,
13862,28567,c
13863,27278,
13864,29582,
13865,13001,
13866,26291,
13867,23904,
13868,9051,
13869,30269,
13870,15593,
13871,6531,
13872,26537,
13873,26514,
13874,25262,
13875,7862,c
13876,9308,
13877,29660,
13878,29843,
13879,27058,
13880,29473,
13881,27719,
13882,20140,
13883,28343,
13884,23829,
13885,23316,
13886,26104,
13887,23684,
13888,29862,
13889,27657,
13890,26214,
13891,14615,
13892,13815,h
13893,30416,
13894,5441,
13895,25153,
13896,25148,
13897,28258,
13898,27025,
13899,29899,
13900,4356,
13901,7095,
13902,26123,
13903,8834,
13904,27772,
13905,9850,
13906,19010,
13907,29414,m
13908,15363,
13909,28888,
13910,25206,
13911,1359,
13912,30304,
13913,30723,
13914,13333,g
13915,3499,
13916,6615,
13917,24208,
13918,26496,
13919,27338,
13920,30592,
13921,14583,
13922,24517,
13923,6012,
13924,26349,
13925,25179,
13926,29999,
13927,13989,t
13928,29172,
13929,18814,t
13930,24775,
13931,25393,
13932,28045,
13933,24581,
13934,24479,
13935,12011,
13936,13810,
13937,22010,
13938,26459,
13939,24423,
13940,29993,
13941,24611,
13942,26750,
13943,30486,
13944,21671,
13945,28386,
13946,28819,
13947,6985,
13948,13988,
13949,25422,q
13950,30685,
13951,27660,
13952,26489,
13953,29089,
13954,30255,
13955,28082,
13956,27208,
13957,24275,
13958,30291,
13959,24920,
13960,30022,
13961,23700,
13962,28162,
13963,23907,
13964,26217,
13965,27038,
13966,10741,
13967,28863,
13968,24801,
13969,30660,
13970,27566,
13971,25520,
13972,25668,
13973,26501,
13974,28000,
13975,24522,
13976,21271,
13977,25858,
13978,2025,
13979,30120,
13980,25969,
13981,30212,
13982,3864,
13983,24216,
13984,27382,
13985,28710,
13986,23909,
13987,26644,
13988,13374,
13989,2460,
13990,29064,
13991,22027,
13992,25202,
13993,27098,
13994,30567,
13995,27833,
13996,30431,
13997,23730,
13998,30054,
13999,2233,
14000,29553,
14001,22066,
14002,26498,
14003,27251,
14004,25585,
14005,27972,
14006,21910,i
14007,10178,
14008,15235,
14009,26845,
14010,21460,
14011,7316,
14012,2889,
14013,29109,
14014,26210,
14015,24942,c
14016,24829,
14017,25263,
14018,25286,
14019,6317,t
14020,12759,
14021,3262,
14022,19509,
14023,13232,
14024,30342,
14025,30333,j
14026,28976,
14027,2503,
14028,22916,
14029,26730,
14030,25334,
14031,26284,
14032,30325,
14033,24876,
14034,22449,
14035,18630,
14036,28250,
14037,27205,
14038,18113,
14039,15536,
14040,6427,q
14041,23686,
14042,25108,
14043,27930,
14044,30046,
14045,27170,
14046,23024,
14047,24514,
14048,27334,
14049,23612,
14050,30421,
14051,11017,
14052,27234,
14053,26062,
14054,29071,
14055,20276,t
14056,1735,
14057,24915,
14058,26545,
14059,25661,
14060,29261,
14061,29602,
14062,26452,
14063,28960,
14064,5599,
14065,29736,
14066,28654,
14067,4139,
14068,24786,
14069,5023,
14070,26177,
14071,26622,k
14072,26026,
14073,28588,
14074,20045,
14075,14690,
14076,28540,
14077,7319,
14078,25695,
14079,10816,
14080,4475,
14081,28906,
14082,30449,
14083,28277,
14084,12636,
14085,5154,
14086,23884,
14087,8532,
14088,27212,
14089,25865,
14090,27597,
14091,10672,
14092,29892,
14093,27165,
14094,28339,
14095,24115,
14096,7176,
14097,30232,
14098,27226,t
14099,26185,
14100,30672,
14101,27732,
14102,24636,
14103,26694,
14104,30218,
14105,25012,
14106,29358,
14107,17709,
14108,25978,
14109,28804,
14110,4330,
14111,23889,
14112,24030,
14113,30780,
14114,28281,
14115,26075,
14116,23751,
14117,4119,
14118,26202,
14119,29325,
14120,12605,
14121,29482,
14122,29008,
14123,4097,
14124,29884,
14125,27885,t
14126,19496,
14127,24161,
14128,9677,
14129,24467,t
14130,28543,
14131,27094,
14132,26418,
14133,11639,
14134,30048,
14135,12663,
14136,10918,
14137,24053,
14138,30650,
14139,14853,
14140,21470,
14141,28142,
14142,30025,
14143,28431,
14144,20075,
14145,13294,
14146,5400,
14147,300,
14148,13491,
14149,26348,
14150,11454,l
14151,26502,
14152,25165,
14153,24599,
14154,30513,
14155,3851,
14156,28773,
14157,25605,
14158,26690,
14159,26279,
14160,29801,
14161,24893,
14162,24892,
14163,23057,
14164,30474,
14165,27917,
14166,27144,
14167,24475,
14168,28524,
14169,29745,
14170,3389,
14171,26377,
14172,27977,
14173,27022,
14174,22396,
14175,30602,
14176,5426,
14177,27202,
14178,26769,
14179,8204,
14180,14157,
14181,30640,
14182,5424,
14183,18571,
14184,548,
14185,23817,
14186,30017,
14187,29344,
14188,23995,
14189,28836,
14190,4292,
14191,29908,
14192,24047,
14193,27959,
14194,8672,
14195,30831,
14196,25789,
14197,25087,
14198,4606,
14199,23822,
14200,27811,
14201,18050,
14202,24228,
14203,5574,
14204,5736,
14205,30557,
14206,24448,
14207,10677,
14208,23294,l
14209,29516,
14210,26697,
14211,18044,t
14212,30453,
14213,2102,
14214,24204,
14215,4044,
14216,19225,
14217,25399,
14218,24342,
14219,27932,
14220,28958,
14221,21929,
14222,30509,
14223,27600,
14224,26120,
14225,11233,
14226,28143,
14227,24803,
14228,6908,t
14229,29816,
14230,29980,
14231,23854,
14232,30492,
14233,25007,
14234,7535,
14235,29563,
14236,28081,
14237,25941,
14238,23601,t
14239,25238,
14240,10402,
14241,14843,
14242,24616,
14243,10608,
14244,28725,
14245,15887,t
14246,19137,
14247,26362,
14248,26106,
14249,22156,
14250,30037,
14251,12006,
14252,5908,
14253,8534,
14254,30043,
14255,19652,
14256,27230,
14257,1970,
14258,28352,
14259,7450,m
14260,8533,
14261,26964,
14262,6834,
14263,26702,
14264,27276,
14265,16140,
14266,24595,
14267,26683,
14268,24454,
14269,4177,
14270,30007,
14271,8588,
14272,8791,
14273,24759,
14274,26095,
14275,10275,
14276,23802,
14277,27886,
14278,23918,
14279,27630,
14280,1125,
14281,24486,
14282,30056,
14283,27178,
14284,25417,
14285,25493,
14286,27632,
14287,27618,
14288,5414,
14289,22299,t
14290,4315,t
14291,28874,
14292,1353,
14293,6995,
14294,30675,
14295,27182,
14296,25763,
14297,10323,
14298,19819,
14299,24873,
14300,7961,
14301,27651,
14302,29117,
14303,15765,
14304,29969,
14305,4051,t
14306,25649,
14307,26426,
14308,28676,
14309,25142,
14310,29280,
14311,27582,
14312,7963,i
14313,26602,
14314,26206,
14315,28962,
14316,24518,
14317,23796,
14318,26052,
14319,27006,
14320,23639,
14321,13466,
14322,29664,
14323,27652,
14324,26020,
14325,23647,
14326,24659,
14327,24540,
14328,27217,
